2988,label,text,title,text_len,punc_count
3183,1,"bollywood

Updated: Mar 12, 2020 12:10 IST

Saif Ali Khan’s son Ibrahim has completed his first professional photoshoot for a clothing brand and pictures from the shoot have surfaced online. In pictures where Ibrahim is seen posing for the cameras, he is seen wearing black coloured hoodie and also dons a white polo neck tshirt in one picture.

Fans were quick to appreciate his look, some even calling him a ‘replica’ of dad Saif. Ibrahim is often compared to Saif but his actor father has famously said that the younger Pataudi is “better looking” than him.

Ibrahim has often expressed interest in becoming an actor like his parents Saif and Amrita Singh, and sister Sara Ali Khan. Talking about Ibrahim and his career plans, Saif had earlier said, “He should, he’s looking good, better looking than I am! He’s a very charming guy. I definitely think all of my children would be interested in acting. We’re an acting family, the whole bunch of us are in the industry. So I’m sure. He’s still a little young, and I’m keener that he does university first. Then, of course, we’ll support him in whatever he wants to do.”

Also read: Sonali Bendre on why she chucked wig, wheelchair during battle against cancer: ‘ It was so awkward, I said I don’t want it’

Ibrahim made his grand public debut in a recent magazine spread, alongside sister and Bollywood actor Sara Ali Khan. Ibrahim and Sara recently enjoyed holidays in Maldives. They also had a Goa vacation in February. Sara shared family pictures with brother Ibrahim and mother Amrita Singh. In one of the pictures, Sara is sitting on a bike/rickshaw, with Ibrahim as the passenger. The next picture shows a beaming Ibrahim standing in between his sister and mother.

Earlier this month, Ibrahim celebrated his birthday and sister Sara had posted a picture from their Maldives holiday to wish him as she could not be with him. Sara was shooting for Aanand L Rai’s Atrangi Re that also features Akshay Kumar and Dhanush. Talking about his acting dreams, Sara had earlier said, “I think Ibrahim definitely does want to be an actor. We talk about films and I do know that being an actor is what he dreams of. But I have also often told him that having a dream and living it are two different things. There is a lot of hard work because it’s not just glitz and glamour and I think he is aware of that.”

Follow @htshowbiz for more","Ibrahim Ali Khan debuts with ad for clothing brand, fans say ‘replica’ of dad Saif. See pics",2382,2.099076406
3184,0,"Aamir Khan’s new TV show “Satyameva Jayate“, which seeks to expose the stark reality and dark underbelly of the other not-so-shining India, may have struck a chord with the public at large but has however left one man seething with rage – we’re talking about none other than the Congress party’s heir-apparent and Nehru-Gandhi scion, Rahul Gandhi.

Gandhi, who watched the first episode of the show on Star Plus yesterday, reportedly flung his TV’s remote in frustration. His fury further increased after he realized that he could not switch off his set. It was left to party president Sonia Gandhi to come and press the power button on the TV to switch it off and pacify the 42-year old youth icon. According to sources in 10, Janpath, Gandhi was heard saying – “Dude! Please tell me what Aamir is doing that I have not? He is spending time with affected people and trying to understand their problems and that too from the cushy environs of an air-conditioned studio! I burst my back roaming through villages and slums and, of late, drought-hit areas! Don’t I deserve to be given credit and appreciation for the idea?!”

“This is …what is the word for it? Wait, let me ask Pritam. He hears the word all the time, and he will be able to recollect it in a jiffy,” said Gandhi, who, after a brief telephonic chat with the music director, exclaimed, “Aah yes! Plagiarism! This is blatant plagiarism! The only thing Aamir isn’t doing is sharing daal-chawal with the victims! He has at least not copied that part!”. Gandhi, in a fit of rage, then grabbed a photo of Aamir Khan and tore it to shreds.

Gandhi’s frustration has precipitated uneasiness within party circles as well, with the top brass holding an emergency meeting to discuss punitive action against the show. If rumors are to be believed, Information & Broadcasting minister Ambika Soni will soon be issuing a notice to Star TV to stop the show’s broadcast with immediate effect, unless either of the following conditions are met – a) Rahul Gandhi is paid royalty and given credit for his idea; b) the show is renamed “Shri Rajiv / Indira Gandhi ‘Satyameva Jayatey’ Karyakram”. Union HRD Minister Kapil Sibal also is said to be in talks with social networking websites to censor content including users’ comments about the controversial show.

In a related incident down south, DMK patriarch M.Karunanidhi was aghast on seeing the name “Satyameva JAYAtey” and accused Chief Minister Jayalalitha of wasting her time on TV shows instead of focusing on governance, before he was informed that the show had nothing to do with the AIADMK supremo.

(Reported by special correspondent, Ashwin S Kumar)",Rahul Gandhi watches “Satyameva Jayatey”; to sue Aamir Khan for plagiarism,2654,2.373775433
3185,0,"Taking cognizance over the increasing number of players who are not part of playing 11 due to injuries, BCCI has now given an ultimatum to all players. Sources say that a strongly worded memo was sent to all players of Team India which made it clear that no player would be allowed to get any injury once IPL starts.

The big ticket cricketing event will be starting in a few months and BCCI is concerned that several marquee players could miss out not playing few IPL matches. Speaking to Faking News, a highly placed source on the condition of anonymity said,”The the event is spread across two months and we need all players to be fit. Injuries could keep them away from key matches. This will directly affect our TRP.”

“Currently, “Bhuvneshwar Kumar, Hardik Pandya and Rohit Sharma are recovering from respective injuries. And they are all very important part of their IPL teams. With so much effort going into this event, the ultimatum was necessary. At the same time we are aware that some players like KL Rahul will contribute even if they are injured,” he added.

Though no player has given any official response from any player to the memo, sources say that an enthusiastic Rishabh Pant did reply that he’d comply with the BCCI’s request and be in the best of form.

When a BCCI official was contacted about the aforementioned reply, he said, “There is nothing to make of his response. Anyway he won’t be in the team for some time now, so there is no question of him getting injured.”","Get all the injuries you like right now, no injuries allowed once IPL starts: BCCI's ultimatum to players",1494,1.606425703
3186,0,"Hyderabad. PK’s promotion on popular TV channels has taken a toll on television enthusiasts in the country.

So much so that, a 22 year old animation student has been watching only DD Bharati channel on TV for last 6 days, thereby creating a record for the maximum number of time an individual has watched the channel.

At TV screens near you.

Reportedly Anoop Katyal was so fed up with PK’s promotion that while flipping through channels, he found only DD Bharati to be not showing anything related to PK.

Anoop then put on his ear plugs, asked his maid to tie his hands on the sofa, and watched the channel for 10 continuous minutes to confirm if DD Bharati was indeed safe enough.

Having found solace in DD Bharati, Anoop took a break and spoke to Faking News.

“I know it is not unusual for Aamir to excessively promote his film, given that he does one film in every 2 years. But this time the entire PK team had gone a bit too far. For a moment, I even thought if they have outsourced job of promoting the film to Rajdeep Sardesai,” Anoop told Faking News.

“It’s not just main actors, but almost everybody from the cast and crew seems to be appearing on TV to promote the film,” he continued

“So much so that, I now know even names of few spot boys of the film,” he added, looking visibly frustrated.

But DD Bharati management and his parents are not complaining. While DD management is expecting a boost in their TRP’s, Anoop’s parents are happy to see their son change himself for good.

“PK’s promotion has turned out to be a blessing in disguise for us. It is heartening to see my son watching an adarshwadi channel instead of the usual MTV, Bindaas etc.,” Anoop’s father argued.

In a related incident, with Aamir and team on a multi city tour to promote the film, a man scared of being confronted by PK’s team on roads, has decided to lock himself in his room till the film releases.","Fed up of PK's promotion on every popular channel, man watching DD Bharati for last few days",1900,1.947368421
3187,1,"This story is from November 25, 2019

PM Modi (PTI photo)

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

DALTONGANJ: Mounting a blistering attack on the Congress-JMM-RJD alliance in Jharkhand, Prime Minister Narendra Modi on Monday alleged that their ""self-seeking"" past governments were driven by the ""lust for power"" and exploited the mineral-rich state's resources while neglecting its people.He also accused the previous Congress governments at the Centre of procrastinating resolution of the Kashmir tangle and the vexed Ayodhya dispute.""This election is a contest between those who serve and those who loot. The Congress has problems, we have the solutions. They have accusations, we have the report of the work we have done. They have empty promises, we have the proof of development,"" Modi told a poll rally in Daltonganj, his first ahead of the state assembly elections.The Prime Minister asserted the BJP was committed to the five principles of social justice -- stability, good governance, prosperity, respect for all and security.Naxalism flourished under the non-BJP governments due to political instability, he said.""Governments were made through the back door. There were alliances of self-seekers who were driven by the lust for power (satta bhog) and exploited the resources of the state.""They had their eyes on the riches found beneath the surface of the earth and cared little for those living on the earth. How would it then have been possible to give electricity, roads and water to people? Set up industries?"" he said.Modi said it was for the first time since the creation of Jharkhand in the year 2000 that the BJP government led by Raghubar Das had completed its full term.The Das government, he said, worked day and night to end corruption and set up institutional mechanisms for greater transparency in governance. He said the BJP government worked hard to end naxalism and crime.Raising the issue of forest rights of tribals, the Prime Minister asserted,"" The BJP is committed to protecting your right to 'Jal, Jungle, Jameen' (water, forest and land).He said a district mineral fund has been set up by the Centre to ensure that the benefits from resources mined in tribal areas reach the people there. Jharkhand has received Rs 5,000 crore from that fund, the Prime Minister said, adding steps were being taken to fast-track settlement of forest rights claims.Urging people to vote the BJP to power for a second successive term, the Prime Minister said the 'double-engine' growth of Jharkhand became possible because the party was in power both at the Centre and in the state.""We sent funds and brought pressure on the previous BJP governments in Uttar Pradesh for speeding up construction of houses for the poor but to no avail. But since the advent of the Yogi Adityanath government, UP is at the top in building dwellings for the poor,"" he said.Elaborating on the benefits of 'double-engine' growth, the Prime Minister said apart of the gas connection given to poor families under the 'Ujjwala Yojana' by the Centre, the Jharkhand government had provided second gas cylinders to 33 lakh households in the state.Under the 'Kisan Samman Nidhi' scheme, the Jharkhand government has given an additional Rs 25,000 to the targeted beneficiaries apart from the funds made available by the Centre, the Prime Minister said.""The benefits of double-engine growth are many. There is continuity of development ... no political games are played,"" he said.The Prime Minister said states like West Bengal, Rajasthan and Chhattisgarh, where BJP's rivals were in power, were not being able to reap the fruits of central government schemes because of impediments created by the state governments.The Prime Minister also raked up the hugely divisive issues of repeal of special status granted to the erstwhile state of Jammu and Kashmir, and the Ram Janmabhoomi-Babri Masjid dispute.""The Congress follows the policy of procrastination so that it can keep collecting votes. The party kept the issue of article 370 pending. We had promised a resolution and we fulfilled it.""The Ram Janmabhoomi dispute in Ayodhya had lingered for decades. The Congress could have resolved it, if it so wanted, but it chose to hurt the society, the country to protect its vote bank. See, today the dispute stands resolved,"" he said.The Prime Minister reaffirmed his commitment to the principle of 'Ek Bharat, Shreshtha Bharat', asserting unity was in the larger interest of the country.He also recalled how the Atal Bihari Vajpayee government had created Jharkhand and set up a ministry to exclusively handle the welfare of tribals.""For 50 years, there was no ministry of tribal affairs to look after the interest of adivasis. There was an OBC commission but it lacked constitutional status. We ensured that constitutional status was bestowed on the Commission,"" Modi said, as he sought to reach out to the vast tribal electorate of Jharkhand.","Congress, allies driven by lust for power: PM Modi at Jharkhand poll rally",5029,2.823622987
3188,1,"education

Updated: Jan 04, 2020 20:36 IST

Attacking the BJP for trying to stop the mega parent-teacher meeting (PTM) in Delhi government schools, Chief Minister Arvind Kejriwal said on Saturday that education should be a part of politics, but one shouldn’t politicise the education system.

Speaking to the media after visiting a school in Rouse Avenue, Kejriwal said that vote should be given to those who provide good education, and not to those who try to create divisions among the people on the basis of religion.

On being told the BJP is criticising the mega PTM and its timing, as Delhi will go to the polls in a few weeks time, the Chief Minister said that this was not the first such meeting.

“If they (the opposition) feel it is a poll gimmick, what can I say. They also tried to stop it. But it is wrong. There should be no politics with education and schooling. However, education should be a part of politics. I don’t understand why they want to stop this,” he told the media.

Delhi government on Saturday organised the mega PTM across all its schools.

Mega PTM in Delhi government schools was launched in July 2016 after the Aam Aadmi Party came to power in Delhi a year before. The AAP government claims that it has significantly enhanced parent-teacher interaction and partnership in children’s education.

Kejriwal said the PTM was only a concept in private schools earlier.

“In government schools, this used to happen only on paper. PTM is crucial for students’ growth,” he said.

Apart from Kejriwal, Delhi Education Minister Manish Sisodia also visited schools in the city on Saturday.

“Had a lovely interaction with the parents on the unbelievable heights our children can reach, only if we put unflinching support behind them, irrespective of our own backgrounds,” Sisodia tweeted after the visit.

He said he felt good to see parents being welcomed warmly by the schools and having meaningful conversations with the teachers about education and their children.","Education should be part of politics, says Kejriwal",1991,2.109492717
3189,0,"Amar Singh, who was granted bail on medical grounds yesterday by the Delhi High Court in the infamous ‘Cash for Votes’ case, was however rearrested when he tried to pay his bail – amounting to Rs. 1 crore in sureties as directed by the authorities – with 2 suitcases full of crisp, mint fresh Rs.500 wads. The former Samajwadi Leader has now been detained in what is being dubbed the ‘Cash for Bail’ case under Section 15(b) of the Indian Penal code for trying to inject black money into the economy.

Amar Singh’s lawyers maintain that their client is completely innocent. “Amar ji, as a matter of good business practice, always conducts transactions involving over Rs.1 crore using cash rather than relying on the inefficient banking system. Surely, a direct cash transfer of Rs. 1 crore is more assuring than a surety for the same amount, isn’t it?” howled Manish Thailyani, Amar Singh’s lawyer, who has promptly applied for bail in this case as well.

“What’s the f****ing use of cash when one can’t even en-cash it to bail oneself out of an emergency,” groaned the former Rajya Sabha MP, as he was being led away to Tihar jail from Delhi High Court. It is not all gloom though – the fiery Thakur plans to use some of the now useless cash to play monopoly with his Tihar buddies – Kalmadi and Raja – over the Diwali weekend.",Amar Singh rearrested for giving cash for bail in cash for vote case,1328,2.259036145
3190,0,"Following the defection of senior Congress leader Rita Bahuguna Joshi, the party vice president Rahul Gandhi has decided to build a wall around the senior party leaders till the UP elections early next year.

The key Congress leaders of the state will be basically confined to four walls of a room in an undisclosed location. They will be devoid of all communications except a hotline with the party headquarters.

Rahul hopes this move will prevent the ongoing defection of the party leaders that included the likes of Himanta Biswa Sarma and Vijay Bahuguna to the rival Bharatiya Janata Party (BJP) camp. According to sources, he also plans to visit the secret room from time to time to have lunch with those leaders like he does with voters during the election campaign.

“Desperate times call for desperate measures,” a Congress worker told The UnReal Times on the condition of anonymity. “This is a proactive measure to stop the leakage of talent from Congress. You see this move should once and for all end the debate on Rahul ji’s leadership.”

The Congress is quite relaxed about leaders using mobile phones from within the room to communicate with the outside world. They’re confident about the poor network connectivity of mobile phones in the remote areas of the state.

“This is the only occasion when we want to thank the Samajwadi Party for the lack of development in the state,” added the Congress worker sarcastically.

The BJP however is not really worried by the Congress’ stealthy move. The party president Amit Shah told The UnReal Times that the Congress leaders interested in joining the BJP need not worry as he can locate them successfully.

“I don’t know where you’re. But I will find you and I will induct you in the BJP,” Shah said as he turned the GPS on in his mobile phone.

(Originally published on Right to Laughter)",Will build a wall around Congress leaders to stop them from joining BJP: Rahul Gandhi,1848,1.298701299
3191,1,"This story is from October 18, 2019

Union home minister Amit Shah addressing a seminar at BHU in Varanasi on Thursday. (ANI photo)

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

VARANASI: Union home minister Amit Shah on Thursday stressed the need to rewrite history from India's perspective, saying had it not been for Vinayak Damodar Savarkar , the British portrayal of the 1857 uprising as just a mutiny by Indian sepoys in the East India Company 's army would have still ruled the roost.""It was Savarkar who gave the name first war of Independence to the 1857 'kranti', otherwise our children would have known it as a revolt,"" Shah said. His comments came against the backdrop of BJP's push for a Bharat Ratna for Savarkar, something which has been seen as an ambitious effort to put the Hindutva icon on a pedestal.Shah, who was here to inaugurate a two-day international seminar ""Remembering Guptavanshaik-Veer Skandgupta Vikramaditya and Political Future of India"" at the Banaras Hindu University, said history has always been written by the victor; those who succeed in capturing power.""India never invaded any foreign territory, but we have our own heroes like Skandgupta who defeated the Hunas when they had conquered a large part of Asia and Europe and had seemed invincible. It is unfortunate that our children don't know about the great ruler (Skandgupta) who extended India's boundary from Junagarh to Afghanistan. It is also unfortunate that his merits and contributions are ignored and there are not enough historical references about him,"" Shah said.""It is the responsibility of our historians and people to preserve and rewrite the nation's history. How long will we go on cursing the British saying they did injustice to us? Who is stopping us from rewriting (history)? We should not get into controversies over past writings. Instead, we should write history with our own view,"" he said.It is very important to rewrite the country's history with an Indian point of view. I believe there is no point blaming Left, British or Mughal historians. If our historians cannot ensure that our 200 great personalities and 25 great empires which flourished here get their rightful place in our history, we have to change our vision and rethink our approach,"" he added.Praising Skandgupta's achievements, Shah said, ""Literature, military, culture and art were world class. The country had the best astrologers during the period and India was freed of invaders from Kashmir to Kandahar. We need to include Skandgupta's contribution in our history.""Addressing the historians on the dais and in the audience, the home minister said, ""We don't have to dispute anything, only write the truth and it will stand the test of time."" Shah also praised Madan Mohan Malaviya for founding BHU where ""Hindu dharma and sanskriti are still propagated after so many years"". He praised PM Modi for making India ""regain"" its respect in the world. ""Respect for our country has increased. The world pays attention to our views. It listens when our PM speaks,"" he said.In Video: Amit Shah calls for re-writing history to reflect India's point of view",Amit Shah: Need to rewrite history from India's point of view,3232,2.877475248
3192,0,"For once, Congress spin-doctors, authorized and unauthorized spokespersons, and loose-cannons like Diggy find themselves in a very pleasant situation: the grand old party has performed not too badly in the by-polls, and these grandees now face the welcome challenge of imaginatively crediting Rahul Gandhi for the electoral wins.

“Agreed, we still have our task cut out in coming up with a plausible line of reasoning crediting Rahul, despite his complete absence from the scene,” gushed Abhishek Manu Singhvi, “but we are highly paid professionals and will do our best. Anyway, it’s a welcome change from shielding him from electoral disasters despite his having a say in everything.”

The win also means more work for some party veterans like AK Antony. “I have this workhorse ‘Clean chit to Rahul for Electoral Disaster’ template where I just change the dates and submit it to the high command after every election. This time I will have to write a new report from scratch, but it’s ok,” Antony confided to The UnReal Times.

However, Antony’s “clean chit for Rahul” template has not lost all its relevance. “Some senior BJP leaders have asked whether they can use it for their internal spin doctoring. I said, ‘Absolutely. Please go ahead.’ It is a very robust template that can be easily adapted to any situation. In their case, they just have to replace ‘Rahul baba’ with ‘Namo’ and it will be good to go,” Antony observed.

In related news, it wasn’t just the Congress and SP camps that erupted in celebrations after the results came in:","Congress showers praise on Rahul for decent showing in bypolls, credits his absence for comeback",1545,2.13592233
3193,1,"After a long wait, Kareena Kapoor Khan finally made her debut on Instagram last week and within no time she seems to have aced the picture-sharing platform. Taking to social media, the mesmerising diva shared a boomerang of herself flaunting her Holi celebration.Not only that but the 'Good Newwz' actress even asked her fans if they too think that 'pink is her colour?' She captioned the video as ""I think pink is my colour. Agree?"" Check out the post here:Within no time, Bebo has more than a million followers and she has already shared pictures of her husband Saif Ali Khan and son Taimur which grabbed everyone's attention. While fans referred to her as 'the queen' and 'Welcome begum of Bollywood ' when she made her debut on Instagram, several celebs also shared their excitement on Bebo's arrival on social media.On the professional front, Kareena will soon be seen in Homi Adajania's 'Angrezi Medium' alongside Irrfan Khan and Radhika Madan. Apart from that, she has also bagged a role in Karan Johar's magnum opus project 'Takht' which will also star Ranveer Singh , Vicky Kaushal, Alia Bhatt , Janhvi Kapoor, Bhumi Pednekar and Anil Kapoor.",Watch video: Here’s how Kareena Kapoor Khan is celebrating Holi with her fans,1151,3.38835795
3194,0,"Son of the first citizen of India, President Pranab Mukherjee, Abhijit Mukherjee was found creating a scene at the National Museum in New Delhi, when he began screaming incessantly at a portrait of the world famous “Mona Lisa”. According to our UnReal political correspondent Rajniti Sarkarwala, who was an eyewitness, Mukherjee was seen repeatedly yelling, “You painted-dented woman !!” at the portrait.

“I was checking out some documents of Mahatma Gandhi at the National museum, when I got a call from The UnReal Times office, alerting me that Mr.Mukherjee was in the museum too. I thought I’d have to spend some time trying to find him, but he made my job a lot easier, when he began to yell loudly. The museum being a very silent place, it was easy to locate him and to my surprise, he wasn’t spewing gaalis or profanities. He was just repeatedly shouting – ‘You painted-dented woman’ !! He then looked towards me and said – ‘You know what, Rajniti ? She has surely visited a discotheque before posing like this!! Check out the look on her face. I’ve seen many girls like this. She’s happily and fashionably posing. What does she know about ground realities?’ I just didn’t know how to react,” said Sarkarwala.

Efforts were on to contact CNN-IBN deputy editor Sagarika Ghose to see if she had any copies of “look-live” interviews with Leonardo Da Vinci, the artist who painted the legendary painting, but in vain. However, if sources are to be believed, Abhijit is apparently said to have referred to Ghose herself, when he made his remarks on “make-up”.",Abhijit Mukherjee found screaming at portrait of Mona Lisa,1561,2.818705958
3195,1,"लोकतंत्र में आवाज उठाना जुल्म नहीं है और मेरा कर्तव्य है कि जिनके साथ जुल्म हो रहा है मैं उनके साथ खड़ी हूं। https://t.co/14RoCvFGb7 — Priyanka Gandhi Vadra (@priyankagandhi) 1581483932000

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

LUCKNOW: Ahead of her visit to the SP stronghold Azamgarh where she is likely to meet family members of arrested anti-CAA protestors, Congress leader Priyanka Gandhi Vadra on Wednesday said raising voice in a democracy is not a crime. Her visit also comes in the backdrop of ""missing"" posters of Samajwadi Party chief Akhilesh Yadav surfacing in his parliamentary constituency.The posters had questioned the MP's absence in the wake of police action on women protesting against the CAA here last week.In a tweet in Hindi, Priyanka Gandhi said, ""Raising voice in a democracy is not a crime. And, it is my duty to stand with those, with whom crime has been committed. (Loktantra mein awaaz uthaana julm nahi hai aur mera kartavya hai ki jinke saath julm ho raha hai main unke saath kharhi hoon).""Several Muslim women had staged a protest at Maulana Jauhar Park area here last week against the Citizenship (Amendment) Act and the National Register of Citizens (NRC) but were forcibly removed by police.An FIR was registered against 35 named and over 100 unidentified people involved in the protests. Of them, 20 people were arrested, police had said.This is the Congress general secretary's second visit to eastern UP in less than a week.On Sunday, she had visited Varanasi on the occasion of Ravidas Jayanti.",Raising voice in democracy not a crime: Priyanka Gandhi,1637,2.565668907
3196,0,"In a major embarrassment, CNN-IBN has released a statement that its earlier salient ‘State of the Nation’ poll finding that ‘most Indians want Rahul Gandhi to succeed Dr. Manmohan Singh as the PM’ may not have been entirely accurate. Apparently, the questionnaire that had been administered to over 18,000 respondents across India had “Rahul Dravid” instead of “Rahul Gandhi” erroneously printed on it. So the correct inference to now draw is that 42% of Indians want Rahul Dravid to become the next Prime Minister of India, according to CNN-IBN’s press release.

Attempting to put a positive spin on this blooper, a red faced Sagarika Ghose, CNN-IBN’s anchor, said on her popular show “Face the Nation” that “the findings are nevertheless still relevant in the sense that most Indians want a Rahul to become the next PM.” However, CNN-IBN has understandably refrained from analyzing the political implications of its poll findings citing the “Garbage in, Garbage out” principal. Many analysts have nevertheless concluded that this finding, albeit arrived at accidentally, makes perfect sense. “Rahul Dravid is articulate, extremely fit, youthful (editor – by a political, not cricketing yardstick), highly intellectual (he reads a book every night before falling asleep, according to his biographer), arguably more good looking, and capable of taking the attack to the opposition – in summary, a better choice than the Nehru-Gandhi scion,” stated noted political science professor, Dr. Shashank Agashe.

It is likely that the questionnaire design team may have been watching Dravid’s marathon unbeaten innings in the Trentbridge Test when the questionnaire was being finalized which could have led to the typo. A few respondents did point out this glaring error to the survey team but were told to “just fill the form and not act smart” according to a CNN-IBN insider.

When Rahul Dravid was told about the corrected findings, he laughed it off sportingly. “Being captain of the Indian team was tough enough, and now people want me to captain India!! Thanks but no thanks, I’m sure most people saw through the error and must have meant to pick Rahul Gandhi only,” said the Wall to this correspondent over the phone before disconnecting to head off for batting practice. The Wall later text messaged that “On second thoughts, being the PM is easier than opening the batting in Tests.”",CNN-IBN’s ‘Top choice for PM’ poll goof-up: Forms listed ‘Rahul Dravid’ instead of ‘Rahul Gandhi’,2384,2.223154362
3197,1,"Actor Irrfan is back where he belongs in films.Irrfan has been away from movies since the release of 'Karwaan' in 2018, the same year he was diagnosed with a neuroendocrine tumour.The 53-year-old actor, underwent treatment for the 'rare disease' in the UK and briefly visited India to film 'Angrezi Medium', a follow-up to his 2017 film 'Hindi Medium', in April last year.But Irrfan is taking things slow.""I won't jump but I will stroll,"" he said.Through social media, the actor even informed his fans in advance about his absence during the promotions of his upcoming film in future, also asking them to 'wait' for his return.In an email interaction with , Irrfan said, he is moved by the unending love and support that he has received.""Blessings and adversity go hand-in-hand, I had heard, and I experienced it when it happened to me.""The wishes from all over is like a feeling as if you are walking in the rain and you are not carrying any change of clothes and someone you don't even know takes you inside his umbrella just like that,"" he said.In his over three-decade-long career, the actor has established himself as both a dependable and powerhouse performer in Indian film industry and Hollywood with 'Haasil', 'Maqbool', ' Paan Singh Tomar ', 'The Namesake', 'Life of Pi' to name a few.In the past two years, he has been learning more about his family producer wife Sutapa, sons Babil and Ayaan, and most importantly, himself.""I have come to know Irrfan, Sutapa, Babil and Ayaan very very closely and I would much rather be busy decoding these surprises of life,"" he said.'Hindi Medium' turned out to be a huge hit and getting back into the groove for its sequel, 'Angrezi Medium' wasn't initially easy for the National Award-winning actor who was returning to a film set after a gap of more than a year.""It wasn't easy as far as the externals are concerned. I hadn't spoken Marwari for long though I am from Rajasthan.""Day one was... What was it like... How do you explain? It was an inexplicable feeling. I forgot the craft and I was all heart whether it has worked or not, you'll need to say,"" he said.In 'Angrezi Medium', directed by Homi Adajania , Irrfan plays a sweet-shop owner in Udaipur, who makes desperate attempts to fulfill his daughter's dream of studying in a London college. 'Mard Ko Dard Nahin Hota' fame Radhika Madan plays the daughter.Off-screen too, the actor said, he can go to any lengths for his children but he wouldn't fight their fight for them.""Emotionally, I can go for my kids to any length but won't run for them as it's their race. Professionally, I have no goals as such. I have worked hard, will continue to do, just the style of working might change, evolve,"" he said.Also featuring Deepak Dobriyal, Kareena Kapoor Khan Pankaj Tripathi , Ranvir Shorey, Dimple Kapadia , and Zakir Hussain , the film is scheduled to be released on March 13.",Irrfan Khan on life and cinema: I won't jump but I'll stroll,2884,4.646324549
3198,1,"This story is from October 18, 2019

""Doshiyon ko pakadne ke bajai unke saath kabhi mirchi ka vypaar kabhi mirchi ke saath vyapa

Mirchi ke saath vyapar

Reached Mumbai. About to address a rally in this vibrant city. Here’s a photo of the spectacular sky while on the… https://t.co/ujrUg3VZr6 — Narendra Modi (@narendramodi) 1571405065000

Download The Times of India News App for Latest Politics News

Subscribe Start Your Daily Mornings with Times of India Newspaper! Order Now

MUMBAI: Prime Minister Narendra Modi on Friday accused the previous Congress government of failing to act after terror attacks in Mumbai.Addressing his last campaign rally for the Maharashtra Assembly elections Modi also spoke of the economic reforms brought in by the BJP-led Central and Maharashtra governments, which he said had no ""stain of corruption"" on them.""We can't forget the wounds of the Mumbai bomb blasts. The then (Congress) government didn't do justice with the victims' families and the reason for such a stance is now becoming known,"" he said.""Instead of nabbing those responsible for the terror attacks, those in power then indulged in mirchi (chillies) business (with the perpetrators),"" he said.r,"" Modi said.His comment """" was a veiled reference to NCP leader Praful Patel being summoned by ED in connection with a money laundering probe linked to the alleged illegal assets of Iqbal Mirchi, an aide of underworld don Dawood Ibrahim.""When evidence with probe agencies after the terror attacks pointed out to masterminds across the border, Congress leaders instead said the attacks were the handiwork of those in India,"" he said.Describing Mumbai as ""city of opportunities"", Modi said Maharashtra CM Devendra Fadnavis has provided a stable government in the state.Modi said the Fadnavis government focused on the city's growth unlike the previous ""corrupt"" Congress-NCP governments.""There is not even a single stain of corruption on our government. We are trying to fulfill dreams of all, from farmers to those launching start-ups. Most of the services have gone online, reducing corruption,"" Modi said.The previous governments, Modi alleged, tried to fulfill dreams of the corrupt.""On the other hand, the Fadnavis government is fast- tracking Maharashtra's development,"" Modi said.Shiv Sena president Uddhav Thackeray also addressed the rally. Modi called him his ""younger brother"".Before reaching the rally venue, Modi tweeted a photograph with the caption: Here's a photo of the spectacular sky while on the way to Mumbai.",Congress govt didn't act after Mumbai terror attacks: Modi,2527,3.44281757
